"X"	"Zillow_Home_ID"	"Current_Price"	"Price_Each_SQFT"	"Price_History"	"Tax_History"	"URL"	"Address"	"Zip_Code"	"Neighborhood"	"School"	"Lot_Size"	"Floor_Size"	"MLS_Number"	"Parcel_Number"	"Stories"	"Built_Year"	"Last_Remodel_Year"	"House_Type"	"Structure_Type"	"Bath_Num"	"Bed_Num"	"Room_Num"
"232"	232	44480607	"7,99,000"	175	NA	NA	"https://www.zillow.com/homedetails/44480607_zpid/"	"1776EdgewoodAveS,Jacksonville,FL32205"	"32205"	"Avondale"	"2_WestRiversideElementary_PK-5_0.7mi;2_LakeShoreMiddle_6-8_2.1mi;3_RobertE.LeeHigh_9-12_0.5mi"	"10,068"	"4,564"	"869210"	7.94e+08	2	1926	1970	"SingleFamily"	NA	"4"	"5"	9
"233"	233	44500980	"3,85,000"	152	NA	NA	"https://www.zillow.com/homedetails/44500980_zpid/"	"4982OrtegaBlvd,Jacksonville,FL32210"	"32210"	"Ortega"	"5_OrtegaElementary_K-5_1.2mi;2_LakeShoreMiddle_6-8_2.0mi;3_RobertE.LeeHigh_9-12_3.1mi"	"0.29"	"2,535"	"870951"	1027960000	1	1957	NA	"SingleFamily"	NA	"2"	"3"	NA
"234"	234	44464953	"39,800"	57	NA	NA	"https://www.zillow.com/homedetails/44464953_zpid/"	"340KingSt,Jacksonville,FL32204"	"32204"	"Lackawanna"	"2_RuthN.UpsonElementary_PK-5_1.8mi;3_RobertE.LeeHigh_9-12_1.2mi;9_LavillaSchooloftheArts_6-8_1.9mi"	"5,227"	"704"	"868710"	556800000	NA	1944	NA	"SingleFamily"	NA	NA	"2"	NA
"235"	235	44479317	"4,75,000"	261	NA	NA	"https://www.zillow.com/homedetails/44479317_zpid/"	"2970SaintJohnsAve#4E,Jacksonville,FL32205"	"32205"	"Riverside"	"2_WestRiversideElementary_PK-5_0.4mi;2_LakeShoreMiddle_6-8_2.6mi;3_RobertE.LeeHigh_9-12_0.6mi"	NA	"1,822"	"870964"	779760154	11	1974	NA	"Condo"	"Other"	"2"	"3"	NA
"236"	236	44424294	"1,68,000"	96	NA	NA	"https://www.zillow.com/homedetails/44424294_zpid/"	"7369GingerTeaTrlS,Jacksonville,FL32244"	"32244"	"McGirtsCreek"	"1_SadieT.TillisElementary_K-5_1.9mi;2_JeffersonDavisMiddle_6-8_2.9mi;2_NathanB.ForrestHigh_9-12_2.4mi"	"9,583"	"1,750"	"168585"	160571865	1	1996	1996	"SingleFamily"	"Ranch"	"2"	"4"	9
"237"	237	2095090551	"2,25,000"	120	NA	NA	"https://www.zillow.com/homedetails/2095090551_zpid/"	"1324-1330HamiltonSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"1_HydeParkElementary_PK-5_1.0mi;2_LakeShoreMiddle_6-8_1.6mi;3_RobertE.LeeHigh_9-12_1.3mi"	"0.72"	"1,872"	"869728"	NA	1	1950	NA	"MultiFamily"	NA	"4"	"6"	NA
"238"	238	44497630	"3,99,000"	186	NA	NA	"https://www.zillow.com/homedetails/44497630_zpid/"	"4314GadsdenCt,Jacksonville,FL32207"	"32207"	"Miramar"	"9_HendricksAvenueElementary_K-5_0.9mi;5_AlfredI.DupontMiddle_6-8_2.2mi;4_SamuelW.WolfsonHigh_9-12_3.1mi"	"2,099"	"2,144"	"869875"	994540000	1	1941	1999	"SingleFamily"	NA	"2"	"3"	NA
"239"	239	44475568	"3,55,000"	164	NA	NA	"https://www.zillow.com/homedetails/44475568_zpid/"	"4313MarquetteAve,Jacksonville,FL32210"	"32210"	"Fairfax"	"9_FishweirElementary_PK-5_0.4mi;2_LakeShoreMiddle_6-8_0.9mi;3_RobertE.LeeHigh_9-12_1.6mi"	"6,599"	"2,162"	"869935"	693970000	1	1954	2014	"SingleFamily"	"Ranch"	"2"	"3"	NA
"240"	240	44473650	"1,14,900"	85	NA	NA	"https://www.zillow.com/homedetails/44473650_zpid/"	"5457ParkSt,Jacksonville,FL32205"	"32205"	"Hillcrest"	"1_HydeParkElementary_PK-5_0.3mi;2_LakeShoreMiddle_6-8_1.5mi;3_RobertE.LeeHigh_9-12_2.5mi"	"0.96"	"1,345"	"868916"	672250080	NA	1986	NA	"SingleFamily"	"Bungalow"	"2"	"2"	NA
"241"	241	44421906	"2,35,000"	129	NA	NA	"https://www.zillow.com/homedetails/44421906_zpid/"	"6126OldMiddleburgRdS,Jacksonville,FL32222"	"32222"	"JacksonvilleHeightsSouth"	"2_WestviewK-8_K-8_1.4mi;2_NathanB.ForrestHigh_9-12_2.7mi;2_JeffersonDavisMiddle_6-8_3.1mi"	"2.67"	"1,823"	"869510"	152630000	NA	1996	NA	"SingleFamily"	"Other"	"2"	"3"	NA
"242"	242	44499478	"2,39,000"	134	NA	NA	"https://www.zillow.com/homedetails/44499478_zpid/"	"4630MartingaleRd,Jacksonville,FL32210"	"32210"	"OrtegaForest"	"10_JohnStocktonElementary_K-5_0.2mi;2_LakeShoreMiddle_6-8_1.4mi;3_RobertE.LeeHigh_9-12_2.8mi"	"9,374"	"1,789"	"871022"	1012940000	NA	1952	NA	"SingleFamily"	"Other"	NA	"3"	NA
"243"	243	2095009095	"6,59,000"	233	NA	NA	"https://www.zillow.com/homedetails/2095009095_zpid/"	"2930SaintJohnsAve,Jacksonville,FL32205"	"32205"	"Riverside"	"2_WestRiversideElementary_PK-5_0.3mi;2_LakeShoreMiddle_6-8_2.7mi;3_RobertE.LeeHigh_9-12_0.6mi"	"0.25"	"2,823"	"871023"	NA	NA	1927	NA	"SingleFamily"	NA	"3"	"3"	NA
"244"	244	44481067	"3,39,000"	192	NA	NA	"https://www.zillow.com/homedetails/44481067_zpid/"	"1290BelvedereAve,Jacksonville,FL32205"	"32205"	"Avondale"	"2_WestRiversideElementary_PK-5_0.8mi;2_LakeShoreMiddle_6-8_2.4mi;3_RobertE.LeeHigh_9-12_0.3mi"	NA	"1,767"	"868963"	798650000	NA	1929	NA	"SingleFamily"	"Bungalow"	"2"	"3"	NA
"245"	245	83004039	"1,10,000"	71	NA	NA	"https://www.zillow.com/homedetails/83004039_zpid/"	"7723PlayschoolLn,Jacksonville,FL32210"	"32210"	"JacksonvilleHeights"	"3_GregoryDriveElementary_K-5_0.6mi;2_JeffersonDavisMiddle_6-8_0.9mi;2_NathanB.ForrestHigh_9-12_0.8mi"	NA	"1,548"	"868276"	142737220	NA	2006	NA	"SingleFamily"	NA	"3"	"3"	NA
"246"	246	44424497	"1,80,000"	106	NA	NA	"https://www.zillow.com/homedetails/44424497_zpid/"	"7643JeremyDavidLn,Jacksonville,FL32244"	"32244"	"SettlersLanding"	"4_EnterpriseLearningAcademy_PK-5_1.6mi;2_JeffersonDavisMiddle_6-8_3.9mi;2_NathanB.ForrestHigh_9-12_3.3mi"	"8,718"	"1,706"	"870385"	160751005	1	1988	2009	"SingleFamily"	"Ranch"	"2"	"3"	NA
"247"	247	89849275	"1,28,000"	76	NA	NA	"https://www.zillow.com/homedetails/89849275_zpid/"	"7393PalmHillsDr,Jacksonville,FL32244"	"32244"	"OrtegaHills"	"4_VenetiaElementary_K-5_2.0mi;2_J.E.B.StuartMiddle_6-8_3.2mi;3_RobertE.LeeHigh_9-12_5.7mi"	NA	"1,687"	"870334"	1055630200	NA	2008	NA	"SingleFamily"	NA	"3"	"3"	NA
"248"	248	44420695	"1,27,000"	108	NA	NA	"https://www.zillow.com/homedetails/44420695_zpid/"	"6294BlankDr,Jacksonville,FL32244"	"32244"	"JacksonvilleHeights"	"2_JacksonvilleHeightsElementary_K-5_0.3mi;2_JeffersonDavisMiddle_6-8_1.5mi;2_NathanB.ForrestHigh_9-12_0.9mi"	NA	"1,172"	"868914"	146035335	NA	1989	NA	"SingleFamily"	"Other"	"2"	"3"	NA
"249"	249	44413126	"2,30,000"	169	NA	NA	"https://www.zillow.com/homedetails/44413126_zpid/"	"8827HerlongRd,Jacksonville,FL32210"	"32210"	"NormandyManor"	"2_NormandyVillageElementary_K-5_0.7mi;3_JosephStilwellMiddle_6-8_1.9mi;3_EdwardH.WhiteHigh_9-12_2.0mi"	"3.26"	"1,364"	"871211"	90360000	NA	1950	NA	"SingleFamily"	NA	NA	"2"	NA
"250"	250	44430031	"1,22,500"	89	NA	NA	"https://www.zillow.com/homedetails/44430031_zpid/"	"6864PeterPanPl,Jacksonville,FL32210"	"32210"	"Sweetwater"	"1_OakHillElementary_PK-5_0.5mi;2_JeffersonDavisMiddle_6-8_0.4mi;2_NathanB.ForrestHigh_9-12_1.0mi"	NA	"1,384"	"871092"	168900000	NA	1958	NA	"SingleFamily"	"Other"	"2"	"3"	NA
"251"	251	44474552	"94,000"	107	NA	NA	"https://www.zillow.com/homedetails/44474552_zpid/"	"4749SefaCirN,Jacksonville,FL32210"	"32210"	"Lakeshore"	"1_HydeParkElementary_PK-5_0.6mi;2_LakeShoreMiddle_6-8_0.9mi;3_RobertE.LeeHigh_9-12_1.9mi"	NA	"875"	"870824"	681210000	1	1948	NA	"SingleFamily"	"Bungalow"	NA	"2"	NA
"252"	252	44414744	"97,500"	72	NA	NA	"https://www.zillow.com/homedetails/44414744_zpid/"	"6704CherbourgAveS,Jacksonville,FL32205"	"32205"	"NormandyVillage"	"3_RamonaBoulevardElementary_K-5_1.1mi;3_JosephStilwellMiddle_6-8_1.3mi;3_EdwardH.WhiteHigh_9-12_1.1mi"	"0.27"	"1,360"	"870676"	108070000	NA	1957	NA	"SingleFamily"	NA	NA	"3"	NA
"253"	253	82997149	"1,30,000"	76	NA	NA	"https://www.zillow.com/homedetails/82997149_zpid/"	"7084SaintIvesCt,Jacksonville,FL32244"	"32244"	"OakHill"	"1_SadieT.TillisElementary_K-5_0.7mi;2_JeffersonDavisMiddle_6-8_2.3mi;2_NathanB.ForrestHigh_9-12_2.0mi"	"2,786"	"1,706"	"870189"	159102640	2	2007	2007	"Townhouse"	"Other"	"3"	"3"	NA
"254"	254	44418065	"1,65,000"	103	NA	NA	"https://www.zillow.com/homedetails/44418065_zpid/"	"4405WagenhalsLn,Jacksonville,FL32210"	"32210"	"Herlong"	"3_GregoryDriveElementary_K-5_0.8mi;3_JosephStilwellMiddle_6-8_3.1mi;3_EdwardH.WhiteHigh_9-12_2.3mi"	NA	"1,600"	"868642"	131440010	NA	1940	NA	"SingleFamily"	"Bungalow"	"2"	"3"	NA
"255"	255	44497416	"3,59,900"	172	NA	NA	"https://www.zillow.com/homedetails/44497416_zpid/"	"4325KelnepaDr,Jacksonville,FL32207"	"32207"	"Miramar"	"9_HendricksAvenueElementary_K-5_0.9mi;5_AlfredI.DupontMiddle_6-8_2.1mi;4_SamuelW.WolfsonHigh_9-12_2.9mi"	"10,244"	"2,097"	"869779"	993100000	1	1946	1990	"SingleFamily"	"Bungalow"	"3"	"3"	NA
"256"	256	2095199360	"3,99,000"	NA	NA	NA	"https://www.zillow.com/homedetails/2095199360_zpid/"	"2057Ave,Jacksonville,FL32204"	"32204"	"Riverside"	"5_CentralRiversideElementary_PK-5_0.6mi;3_RobertE.LeeHigh_9-12_1.5mi;9_LavillaSchooloftheArts_6-8_1.2mi"	NA	NA	"868265"	NA	NA	1922	NA	"MultiFamily"	"Other"	"3"	"5"	NA
"257"	257	2110418271	"99,900"	NA	NA	NA	"https://www.zillow.com/homedetails/2110418271_zpid/"	"0118thSt,Jacksonville,FL32244"	"32244"	"DuclayForest"	"2_CedarHillsElementary_PK-5_1.9mi;2_J.E.B.StuartMiddle_6-8_1.3mi;2_NathanB.ForrestHigh_9-12_2.2mi"	NA	NA	"689583"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"258"	258	44415690	"1,49,000"	105	NA	NA	"https://www.zillow.com/homedetails/44415690_zpid/"	"1860MemoryLn,Jacksonville,FL32210"	"32210"	"HydePark"	"1_HydeGroveElementary_PK-5_0.3mi;2_LakeShoreMiddle_6-8_1.9mi;3_EdwardH.WhiteHigh_9-12_0.9mi"	"0.3"	"1,424"	"868907"	118050000	NA	1940	NA	"SingleFamily"	"Bungalow"	NA	"3"	NA
"259"	259	44492825	"1,05,000"	91	NA	NA	"https://www.zillow.com/homedetails/44492825_zpid/"	"4730BurgundyRdN,Jacksonville,FL32210"	"32210"	"CedarHills"	"2_CedarHillsElementary_PK-5_0.4mi;2_J.E.B.StuartMiddle_6-8_0.5mi;2_NathanB.ForrestHigh_9-12_1.4mi"	"9,590"	"1,148"	"870921"	957830000	1	1956	1970	"SingleFamily"	NA	NA	"3"	NA
"260"	260	44493727	"94,000"	68	NA	NA	"https://www.zillow.com/homedetails/44493727_zpid/"	"5838EnsenadaRd,Jacksonville,FL32244"	"32244"	"OakHill"	"1_OakHillElementary_PK-5_0.7mi;2_JeffersonDavisMiddle_6-8_0.8mi;2_NathanB.ForrestHigh_9-12_0.4mi"	NA	"1,385"	"870736"	967300000	NA	1962	NA	"SingleFamily"	"Other"	"2"	"3"	NA
"261"	261	44425376	"1,49,900"	103	NA	NA	"https://www.zillow.com/homedetails/44425376_zpid/"	"7562FalconTraceDrW,Jacksonville,FL32222"	"32222"	"SettlersLanding"	"4_EnterpriseLearningAcademy_PK-5_1.2mi;2_JeffersonDavisMiddle_6-8_4.0mi;2_NathanB.ForrestHigh_9-12_3.5mi"	"0.26"	"1,458"	NA	162820542	1	1987	1987	"SingleFamily"	NA	"2"	"3"	NA
"262"	262	2111347067	"2,50,000"	NA	NA	NA	"https://www.zillow.com/homedetails/2111347067_zpid/"	"5871CollinsRd,Jacksonville,FL32244"	"32244"	"DuclayForest"	"1_SadieT.TillisElementary_K-5_1.4mi;2_J.E.B.StuartMiddle_6-8_3.1mi;2_NathanB.ForrestHigh_9-12_3.2mi"	"1.95"	NA	"168993"	NA	0	NA	NA	NA	"Other"	"--"	NA	NA
"263"	263	2111609479	"1,64,900"	53	NA	NA	"https://www.zillow.com/homedetails/2111609479_zpid/"	"2019LakeShoreBlvd,Jacksonville,FL32210"	"32210"	"Lakeshore"	"4_BayviewElementary_PK-5_1.1mi;2_LakeShoreMiddle_6-8_0.9mi;3_RobertE.LeeHigh_9-12_2.7mi"	NA	"3,089"	"869413"	NA	2	1947	NA	"MultiFamily"	NA	"3"	"3"	NA
"264"	264	82993764	"1,99,900"	113	NA	NA	"https://www.zillow.com/homedetails/82993764_zpid/"	"971FoxChapleLnJacksonville,FL32221"	"32221"	"CrystalSprings"	"3_ChaffeeTrailElementary_PK-5_2.3mi;3_JosephStilwellMiddle_6-8_2.7mi;3_EdwardH.WhiteHigh_9-12_3.3mi"	"9,099"	"1,762"	"869354"	88917960	1	2017	NA	"SingleFamily"	"Bungalow"	"2"	"4"	NA
"265"	265	44498951	"3,90,000"	135	NA	NA	"https://www.zillow.com/homedetails/44498951_zpid/"	"4692IvanhoeRd,Jacksonville,FL32210"	"32210"	"OrtegaForest"	"10_JohnStocktonElementary_K-5_0.5mi;2_LakeShoreMiddle_6-8_1.1mi;3_RobertE.LeeHigh_9-12_2.8mi"	"0.32"	"2,881"	"871066"	1008930000	NA	1959	NA	"SingleFamily"	NA	"3"	"4"	NA
"266"	266	82994799	"2,84,900"	219	NA	NA	"https://www.zillow.com/homedetails/82994799_zpid/"	"1478RiverplaceBlvdAPT1403,Jacksonville,FL32207"	"32207"	"Southside"	"9_HendricksAvenueElementary_K-5_1.8mi;5_AlfredI.DupontMiddle_6-8_4.4mi;4_SamuelW.WolfsonHigh_9-12_4.9mi"	NA	"1,298"	"870400"	804051176	21	2007	NA	"Condo"	"Contemporary"	"2"	"2"	NA
"267"	267	44421727	"1,49,900"	89	NA	NA	"https://www.zillow.com/homedetails/44421727_zpid/"	"6308FaulknerDr,Jacksonville,FL32244"	"32244"	"JacksonvilleHeights"	"2_JacksonvilleHeightsElementary_K-5_0.8mi;2_JeffersonDavisMiddle_6-8_2.0mi;2_NathanB.ForrestHigh_9-12_1.5mi"	"5,445"	"1,676"	"868556"	151922618	1	1984	NA	"SingleFamily"	NA	"2"	"3"	NA
"268"	268	44424614	"1,30,000"	94	NA	NA	"https://www.zillow.com/homedetails/44424614_zpid/"	"8502WaldenRd,Jacksonville,FL32244"	"32244"	"SettlersLanding"	"4_EnterpriseLearningAcademy_PK-5_1.7mi;2_JeffersonDavisMiddle_6-8_3.6mi;2_NathanB.ForrestHigh_9-12_3.0mi"	"0.28"	"1,376"	"869890"	161230530	NA	1980	NA	"SingleFamily"	NA	"2"	"3"	NA
"269"	269	44410684	"1,29,000"	73	NA	NA	"https://www.zillow.com/homedetails/44410684_zpid/"	"1246KnobbHillDr,Jacksonville,FL32221"	"32221"	"RollingHills"	"5_CrystalSpringsElementary_PK-5_1.6mi;3_JosephStilwellMiddle_6-8_0.6mi;3_EdwardH.WhiteHigh_9-12_0.8mi"	NA	"1,779"	"870982"	78820000	NA	1964	NA	"SingleFamily"	"Other"	"2"	"3"	NA
"270"	270	2095183212	"3,49,000"	85	NA	NA	"https://www.zillow.com/homedetails/2095183212_zpid/"	"2952EdisonAve,Jacksonville,FL32254"	"32254"	"Lackawanna"	"2_RuthN.UpsonElementary_PK-5_1.4mi;3_RobertE.LeeHigh_9-12_1.0mi;10_JamesWeldonJohnsonCollegePrepartory..._6-8_1.9mi"	NA	"4,104"	"867833"	NA	1	2004	NA	"Miscellaneous"	NA	"--"	"4"	6
"271"	271	44415714	"1,05,000"	92	NA	NA	"https://www.zillow.com/homedetails/44415714_zpid/"	"6718McmullinSt,Jacksonville,FL32210"	"32210"	"HydePark"	"1_HydeGroveElementary_PK-5_0.1mi;2_LakeShoreMiddle_6-8_2.0mi;3_EdwardH.WhiteHigh_9-12_0.8mi"	NA	"1,142"	"868836"	118310000	NA	1957	NA	"SingleFamily"	NA	NA	"3"	NA
"272"	272	2103647283	"1,91,490"	124	""	NA	NA	"https://www.zillow.com/homedetails/2103647283_zpid/"	"ElanPlan,Longleaf50'HomesitesJacksonville,FL32222"	"32222"	"ChimneyLakes"	"4_EnterpriseLearningAcademy_PK-5_0.4mi;2_JeffersonDavisMiddle_6-8_4.8mi;2_NathanB.ForrestHigh_9-12_4.3mi"	NA	"1,544"	NA	NA	1	2017	NA	"SingleFamily"	NA	"2"	3
"273"	273	44497429	"4,25,000"	177	NA	NA	"https://www.zillow.com/homedetails/44497429_zpid/"	"4358LandoverDr,Jacksonville,FL32207"	"32207"	"Miramar"	"9_HendricksAvenueElementary_K-5_1.0mi;5_AlfredI.DupontMiddle_6-8_2.0mi;4_SamuelW.WolfsonHigh_9-12_2.9mi"	"0.27"	"2,396"	"868247"	993250000	1	1951	NA	"SingleFamily"	"Ranch"	"2"	"3"	NA
"274"	274	2109544354	"2,49,900"	79	NA	NA	"https://www.zillow.com/homedetails/2109544354_zpid/"	"3557PostSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.5mi;2_LakeShoreMiddle_6-8_2.6mi;3_RobertE.LeeHigh_9-12_0.8mi"	NA	"3,146"	"870002"	NA	2	1947	NA	"MultiFamily"	"Other"	"5"	"5"	NA
"275"	275	44489159	"9,95,000"	198	NA	NA	"https://www.zillow.com/homedetails/44489159_zpid/"	"3664HedrickSt,Jacksonville,FL32205"	"32205"	"Avondale"	"9_FishweirElementary_PK-5_0.6mi;2_LakeShoreMiddle_6-8_1.8mi;3_RobertE.LeeHigh_9-12_0.9mi"	"0.31"	"5,025"	"870980"	916660000	NA	1917	NA	"SingleFamily"	"Colonial"	"5"	"6"	NA
"276"	276	71036698	"3,29,900"	153	NA	NA	"https://www.zillow.com/homedetails/71036698_zpid/"	"4338ColonialAve,Jacksonville,FL32210"	"32210"	"Fairfax"	"9_FishweirElementary_PK-5_0.8mi;2_LakeShoreMiddle_6-8_0.6mi;3_RobertE.LeeHigh_9-12_1.9mi"	NA	"2,163"	"869648"	933050170	NA	2005	NA	"SingleFamily"	NA	"3"	"3"	NA
"277"	277	2103647268	"2,43,990"	97	NA	NA	"https://www.zillow.com/homedetails/2103647268_zpid/"	"SerenataPlan,Longleaf60'HomesitesJacksonville,FL32222"	"32222"	"ChimneyLakes"	"4_EnterpriseLearningAcademy_PK-5_0.4mi;2_JeffersonDavisMiddle_6-8_4.8mi;2_NathanB.ForrestHigh_9-12_4.3mi"	NA	"2,512"	NA	NA	1	2017	NA	"SingleFamily"	NA	"2"	"4"	NA
"278"	278	58478691	"1,60,000"	110	NA	NA	"https://www.zillow.com/homedetails/58478691_zpid/"	"7575CliffCottageCt,Jacksonville,FL32244"	"32244"	"Duclay"	"1_SadieT.TillisElementary_K-5_0.8mi;2_J.E.B.StuartMiddle_6-8_2.6mi;2_NathanB.ForrestHigh_9-12_2.5mi"	NA	"1,449"	"869578"	989270075	1	2002	NA	"SingleFamily"	NA	"2"	"3"	NA
"279"	279	2095067106	"1,82,990"	107	NA	NA	"https://www.zillow.com/homedetails/2095067106_zpid/"	"2031PatriotRidgeRdJacksonville,FL32221"	"32221"	"NormandyManor"	"2_NormandyVillageElementary_K-5_0.9mi;3_JosephStilwellMiddle_6-8_2.0mi;3_EdwardH.WhiteHigh_9-12_2.2mi"	"5,501"	"1,711"	"852689"	NA	NA	2017	NA	"SingleFamily"	NA	"2"	"3"	NA
"280"	280	2095067206	"1,82,990"	107	NA	NA	"https://www.zillow.com/homedetails/2095067206_zpid/"	"9831MarineCtJacksonville,FL32221"	"32221"	"NormandyManor"	"2_NormandyVillageElementary_K-5_0.9mi;3_JosephStilwellMiddle_6-8_2.0mi;3_EdwardH.WhiteHigh_9-12_2.2mi"	"5,501"	"1,711"	"852693"	NA	NA	2017	NA	"SingleFamily"	NA	"2"	"3"	NA
"281"	281	2095067167	"1,82,990"	107	NA	NA	"https://www.zillow.com/homedetails/2095067167_zpid/"	"9824MarineCtJacksonville,FL32221"	"32221"	"NormandyManor"	"2_NormandyVillageElementary_K-5_0.9mi;3_JosephStilwellMiddle_6-8_2.0mi;3_EdwardH.WhiteHigh_9-12_2.2mi"	"5,501"	"1,711"	"852694"	NA	NA	2017	NA	"SingleFamily"	NA	"2"	"3"	NA
"282"	282	2095067120	"1,91,990"	103	NA	NA	"https://www.zillow.com/homedetails/2095067120_zpid/"	"9861PatriotRidgeDrJacksonville,FL32221"	"32221"	"NormandyManor"	"2_NormandyVillageElementary_K-5_0.9mi;3_JosephStilwellMiddle_6-8_2.0mi;3_EdwardH.WhiteHigh_9-12_2.2mi"	"5,501"	"1,866"	"852783"	NA	NA	2017	NA	"SingleFamily"	NA	"2"	"4"	NA
"283"	283	2103647278	"2,32,490"	109	""	NA	NA	"https://www.zillow.com/homedetails/2103647278_zpid/"	"CharlePlan,Longleaf50'HomesitesJacksonville,FL32222"	"32222"	"ChimneyLakes"	"4_EnterpriseLearningAcademy_PK-5_0.4mi;2_JeffersonDavisMiddle_6-8_4.8mi;2_NathanB.ForrestHigh_9-12_4.3mi"	NA	"2,124"	NA	NA	1	2017	NA	"SingleFamily"	NA	"2"	3
"284"	284	2095067127	"1,89,990"	100	NA	NA	"https://www.zillow.com/homedetails/2095067127_zpid/"	"9825MarineCtJacksonville,FL32221"	"32221"	"NormandyManor"	"2_NormandyVillageElementary_K-5_0.9mi;3_JosephStilwellMiddle_6-8_2.0mi;3_EdwardH.WhiteHigh_9-12_2.2mi"	"5,501"	"1,908"	"852697"	NA	NA	2017	NA	"SingleFamily"	NA	"2"	"3"	NA
"285"	285	2095067096	"1,88,990"	99	NA	NA	"https://www.zillow.com/homedetails/2095067096_zpid/"	"9839SoldierCtJacksonville,FL32221"	"32221"	"NormandyManor"	"2_NormandyVillageElementary_K-5_0.9mi;3_JosephStilwellMiddle_6-8_2.0mi;3_EdwardH.WhiteHigh_9-12_2.2mi"	"5,501"	"1,908"	"852705"	NA	NA	2017	NA	"SingleFamily"	NA	"2"	"3"	NA
"286"	286	2106926044	"3,99,000"	141	NA	NA	"https://www.zillow.com/homedetails/2106926044_zpid/"	"2057DellwoodAve,Jacksonville,FL32204"	"32204"	"Riverside"	"5_CentralRiversideElementary_PK-5_0.5mi;3_RobertE.LeeHigh_9-12_1.4mi;9_LavillaSchooloftheArts_6-8_1.3mi"	NA	"2,838"	"868265"	NA	2	1922	2012	"MultiFamily"	NA	"--"	"5"	NA
"287"	287	2103647275	"2,72,490"	99	NA	NA	"https://www.zillow.com/homedetails/2103647275_zpid/"	"JulienPlan,Longleaf60'HomesitesJacksonville,FL32222"	"32222"	"ChimneyLakes"	"4_EnterpriseLearningAcademy_PK-5_0.4mi;2_JeffersonDavisMiddle_6-8_4.8mi;2_NathanB.ForrestHigh_9-12_4.3mi"	NA	"2,744"	NA	NA	1	2017	NA	"SingleFamily"	NA	"3"	"4"	NA
"288"	288	2095067211	"1,99,990"	91	NA	NA	"https://www.zillow.com/homedetails/2095067211_zpid/"	"9842MarineCtJacksonville,FL32221"	"32221"	"NormandyManor"	"2_NormandyVillageElementary_K-5_0.9mi;3_JosephStilwellMiddle_6-8_2.0mi;3_EdwardH.WhiteHigh_9-12_2.2mi"	"5,501"	"2,188"	"852702"	NA	NA	2017	NA	"SingleFamily"	NA	"3"	"4"	NA
"289"	289	2095067183	"2,02,990"	93	NA	NA	"https://www.zillow.com/homedetails/2095067183_zpid/"	"9945PatriotRidgeDrJacksonville,FL32221"	"32221"	"NormandyManor"	"2_NormandyVillageElementary_K-5_0.9mi;3_JosephStilwellMiddle_6-8_2.0mi;3_EdwardH.WhiteHigh_9-12_2.2mi"	"5,501"	"2,188"	"852791"	NA	NA	2017	NA	"SingleFamily"	NA	"3"	"4"	NA
"290"	290	2103647271	"2,47,490"	108	""	NA	NA	"https://www.zillow.com/homedetails/2103647271_zpid/"	"SierraPlan,Longleaf50'HomesitesJacksonville,FL32222"	"32222"	"ChimneyLakes"	"4_EnterpriseLearningAcademy_PK-5_0.4mi;2_JeffersonDavisMiddle_6-8_4.8mi;2_NathanB.ForrestHigh_9-12_4.3mi"	NA	"2,295"	NA	NA	1	2017	NA	"SingleFamily"	NA	"2"	4
"291"	291	2103647279	"2,42,490"	103	""	NA	NA	"https://www.zillow.com/homedetails/2103647279_zpid/"	"BrioPlan,Longleaf50'HomesitesJacksonville,FL32222"	"32222"	"ChimneyLakes"	"4_EnterpriseLearningAcademy_PK-5_0.4mi;2_JeffersonDavisMiddle_6-8_4.8mi;2_NathanB.ForrestHigh_9-12_4.3mi"	NA	"2,358"	NA	NA	2	2017	NA	"SingleFamily"	NA	"2"	4
"292"	292	2095067229	"2,06,990"	91	NA	NA	"https://www.zillow.com/homedetails/2095067229_zpid/"	"2049PatriotRidgeRdJacksonville,FL32221"	"32221"	"NormandyManor"	"2_NormandyVillageElementary_K-5_0.9mi;3_JosephStilwellMiddle_6-8_2.0mi;3_EdwardH.WhiteHigh_9-12_2.2mi"	"5,501"	"2,286"	"852688"	NA	NA	2017	NA	"SingleFamily"	NA	"3"	"4"	NA
"293"	293	2095067084	"2,07,990"	91	NA	NA	"https://www.zillow.com/homedetails/2095067084_zpid/"	"9958PatriotRidgeDrJacksonville,FL32221"	"32221"	"NormandyManor"	"2_NormandyVillageElementary_K-5_0.9mi;3_JosephStilwellMiddle_6-8_2.0mi;3_EdwardH.WhiteHigh_9-12_2.2mi"	"5,501"	"2,286"	"852797"	NA	NA	2017	NA	"SingleFamily"	NA	"3"	"4"	NA
"294"	294	2095067121	"2,05,990"	90	NA	NA	"https://www.zillow.com/homedetails/2095067121_zpid/"	"9836MarineCtJacksonville,FL32221"	"32221"	"NormandyManor"	"2_NormandyVillageElementary_K-5_0.9mi;3_JosephStilwellMiddle_6-8_2.0mi;3_EdwardH.WhiteHigh_9-12_2.2mi"	"5,501"	"2,286"	"852703"	NA	NA	2017	NA	"SingleFamily"	NA	"3"	"4"	NA
